Geneid	symbol	DMSO_express	IBR_express	RES_express
ENSG00000134955	SLC37A2	FALSE	FALSE	FALSE
ENSG00000134962	KLB	FALSE	FALSE	FALSE
ENSG00000134970	TMED7	TRUE	TRUE	TRUE
ENSG00000134982	APC	TRUE	TRUE	TRUE
ENSG00000134986	NREP	FALSE	TRUE	TRUE
ENSG00000134987	WDR36	TRUE	TRUE	TRUE
ENSG00000134996	OSTF1	TRUE	TRUE	TRUE
ENSG00000135002	RFK	TRUE	TRUE	TRUE
ENSG00000135018	UBQLN1	TRUE	TRUE	TRUE
ENSG00000135040	NAA35	TRUE	TRUE	TRUE
ENSG00000135045	C9orf40	TRUE	TRUE	TRUE
ENSG00000135046	ANXA1	FALSE	FALSE	FALSE
ENSG00000135047	CTSL	FALSE	FALSE	FALSE
ENSG00000135048	TMEM2	FALSE	FALSE	FALSE
ENSG00000135049	AGTPBP1	TRUE	TRUE	TRUE
ENSG00000135052	GOLM1	TRUE	TRUE	TRUE
ENSG00000135063	FAM189A2	FALSE	FALSE	FALSE
ENSG00000135069	PSAT1	TRUE	TRUE	TRUE
ENSG00000135070	ISCA1	TRUE	TRUE	TRUE
ENSG00000135074	ADAM19	TRUE	TRUE	TRUE
ENSG00000135077	HAVCR2	FALSE	FALSE	FALSE
ENSG00000135083	CCNJL	FALSE	FALSE	FALSE
ENSG00000135090	TAOK3	TRUE	TRUE	TRUE
ENSG00000135093	USP30	TRUE	TRUE	TRUE
ENSG00000135094	SDS	FALSE	FALSE	FALSE
ENSG00000135097	MSI1	FALSE	FALSE	FALSE
ENSG00000135100	HNF1A	FALSE	FALSE	FALSE
ENSG00000135108	FBXO21	TRUE	TRUE	TRUE
ENSG00000135111	TBX3	FALSE	FALSE	FALSE
ENSG00000135114	OASL	FALSE	FALSE	FALSE
ENSG00000135116	HRK	FALSE	FALSE	FALSE
ENSG00000135119	RNFT2	FALSE	FALSE	FALSE
ENSG00000135124	P2RX4	FALSE	FALSE	FALSE
ENSG00000135127	CCDC64	TRUE	TRUE	TRUE
ENSG00000135144	DTX1	TRUE	TRUE	TRUE
ENSG00000135148	TRAFD1	TRUE	TRUE	TRUE
ENSG00000135164	DMTF1	TRUE	TRUE	TRUE
ENSG00000135175	OCM2	FALSE	FALSE	FALSE
ENSG00000135185	TMEM243	TRUE	TRUE	TRUE
ENSG00000135205	CCDC146	FALSE	TRUE	FALSE
ENSG00000135211	TMEM60	TRUE	TRUE	TRUE
ENSG00000135213	POM121C	TRUE	TRUE	TRUE
ENSG00000135218	CD36	TRUE	TRUE	TRUE
ENSG00000135220	UGT2A3	FALSE	FALSE	FALSE
ENSG00000135222	CSN2	FALSE	FALSE	FALSE
ENSG00000135226	UGT2B28	FALSE	FALSE	FALSE
ENSG00000135241	PNPLA8	TRUE	TRUE	TRUE
ENSG00000135245	HILPDA	TRUE	TRUE	TRUE
ENSG00000135248	FAM71F1	FALSE	FALSE	FALSE
ENSG00000135249	RINT1	TRUE	TRUE	TRUE
ENSG00000135250	SRPK2	TRUE	TRUE	TRUE
ENSG00000135253	KCP	FALSE	FALSE	FALSE
ENSG00000135269	TES	TRUE	TRUE	TRUE
ENSG00000135272	MDFIC	TRUE	TRUE	TRUE
ENSG00000135297	MTO1	TRUE	TRUE	TRUE
ENSG00000135298	BAI3	FALSE	FALSE	FALSE
ENSG00000135299	ANKRD6	FALSE	FALSE	FALSE
ENSG00000135312	HTR1B	FALSE	FALSE	FALSE
ENSG00000135314	KHDC1	TRUE	TRUE	FALSE
ENSG00000135315	KIAA1009	TRUE	TRUE	TRUE
ENSG00000135316	SYNCRIP	TRUE	TRUE	TRUE
ENSG00000135317	SNX14	TRUE	TRUE	TRUE
ENSG00000135318	NT5E	FALSE	FALSE	FALSE
ENSG00000135324	MRAP2	FALSE	FALSE	FALSE
ENSG00000135333	EPHA7	FALSE	FALSE	FALSE
ENSG00000135334	AKIRIN2	TRUE	TRUE	TRUE
ENSG00000135336	ORC3	TRUE	TRUE	TRUE
ENSG00000135338	LCA5	FALSE	FALSE	FALSE
ENSG00000135341	MAP3K7	TRUE	TRUE	TRUE
ENSG00000135346	CGA	FALSE	FALSE	FALSE
ENSG00000135355	GJA10	FALSE	FALSE	FALSE
ENSG00000135362	PRR5L	FALSE	FALSE	FALSE
ENSG00000135363	LMO2	FALSE	FALSE	FALSE
ENSG00000135365	PHF21A	TRUE	TRUE	TRUE
ENSG00000135372	NAT10	TRUE	TRUE	TRUE
ENSG00000135373	EHF	FALSE	FALSE	FALSE
ENSG00000135374	ELF5	FALSE	FALSE	FALSE
ENSG00000135378	PRRG4	FALSE	FALSE	FALSE
ENSG00000135387	CAPRIN1	TRUE	TRUE	TRUE
ENSG00000135390	ATP5G2	TRUE	TRUE	TRUE
ENSG00000135392	DNAJC14	TRUE	TRUE	TRUE
ENSG00000135404	CD63	TRUE	TRUE	TRUE
ENSG00000135406	PRPH	FALSE	FALSE	FALSE
ENSG00000135407	AVIL	FALSE	FALSE	FALSE
ENSG00000135409	AMHR2	FALSE	FALSE	FALSE
ENSG00000135413	LACRT	FALSE	FALSE	FALSE
ENSG00000135414	GDF11	TRUE	TRUE	TRUE
ENSG00000135423	GLS2	FALSE	FALSE	FALSE
ENSG00000135424	ITGA7	FALSE	FALSE	FALSE
ENSG00000135426	TESPA1	TRUE	TRUE	TRUE
ENSG00000135436	FAM186B	FALSE	FALSE	FALSE
ENSG00000135437	RDH5	TRUE	TRUE	TRUE
ENSG00000135439	AGAP2	TRUE	TRUE	TRUE
ENSG00000135441	BLOC1S1	TRUE	TRUE	TRUE
ENSG00000135443	KRT85	FALSE	FALSE	FALSE
ENSG00000135446	CDK4	TRUE	TRUE	TRUE
ENSG00000135447	PPP1R1A	FALSE	FALSE	FALSE
ENSG00000135451	TROAP	TRUE	TRUE	TRUE
ENSG00000135452	TSPAN31	TRUE	TRUE	TRUE
ENSG00000135454	B4GALNT1	FALSE	FALSE	FALSE
ENSG00000135457	TFCP2	TRUE	TRUE	TRUE
ENSG00000135469	COQ10A	TRUE	TRUE	TRUE
ENSG00000135472	FAIM2	FALSE	FALSE	FALSE
ENSG00000135473	PAN2	TRUE	TRUE	TRUE
ENSG00000135476	ESPL1	TRUE	TRUE	TRUE
ENSG00000135477	KRT121P	FALSE	FALSE	FALSE
ENSG00000135480	KRT7	FALSE	FALSE	FALSE
ENSG00000135482	ZC3H10	TRUE	TRUE	TRUE
ENSG00000135486	HNRNPA1	TRUE	TRUE	TRUE
ENSG00000135502	SLC26A10	FALSE	FALSE	FALSE
ENSG00000135503	ACVR1B	FALSE	FALSE	FALSE
ENSG00000135506	OS9	TRUE	TRUE	TRUE
ENSG00000135517	MIP	FALSE	FALSE	FALSE
ENSG00000135519	KCNH3	FALSE	FALSE	FALSE
ENSG00000135521	LTV1	TRUE	TRUE	TRUE
ENSG00000135525	MAP7	FALSE	FALSE	FALSE
ENSG00000135535	CD164	TRUE	TRUE	TRUE
ENSG00000135537	LACE1	FALSE	FALSE	FALSE
ENSG00000135540	NHSL1	FALSE	FALSE	FALSE
ENSG00000135541	AHI1	TRUE	TRUE	TRUE
ENSG00000135547	HEY2	TRUE	TRUE	TRUE
ENSG00000135549	PKIB	FALSE	FALSE	FALSE
ENSG00000135569	TAAR5	FALSE	FALSE	FALSE
ENSG00000135577	NMBR	FALSE	FALSE	FALSE
ENSG00000135587	SMPD2	TRUE	TRUE	TRUE
ENSG00000135596	MICAL1	FALSE	FALSE	TRUE
ENSG00000135597	REPS1	TRUE	TRUE	TRUE
ENSG00000135604	STX11	FALSE	FALSE	FALSE
ENSG00000135605	TEC	TRUE	FALSE	FALSE
ENSG00000135617	PRADC1	TRUE	TRUE	TRUE
ENSG00000135622	SEMA4F	TRUE	TRUE	FALSE
ENSG00000135624	CCT7	TRUE	TRUE	TRUE
ENSG00000135625	EGR4	FALSE	FALSE	FALSE
ENSG00000135631	RAB11FIP5	FALSE	FALSE	FALSE
ENSG00000135632	SMYD5	TRUE	TRUE	TRUE
ENSG00000135636	DYSF	FALSE	FALSE	FALSE
ENSG00000135637	CCDC142	TRUE	TRUE	TRUE
ENSG00000135638	EMX1	FALSE	FALSE	FALSE
ENSG00000135643	KCNMB4	TRUE	TRUE	TRUE
ENSG00000135655	USP15	TRUE	TRUE	TRUE
ENSG00000135677	GNS	TRUE	TRUE	TRUE
ENSG00000135678	CPM	FALSE	FALSE	FALSE
ENSG00000135679	MDM2	TRUE	TRUE	TRUE
ENSG00000135686	KLHL36	FALSE	FALSE	TRUE
ENSG00000135697	BCMO1	FALSE	FALSE	FALSE
ENSG00000135698	MPHOSPH6	TRUE	TRUE	TRUE
ENSG00000135702	CHST5	FALSE	FALSE	FALSE
ENSG00000135709	KIAA0513	FALSE	FALSE	FALSE
ENSG00000135720	DYNC1LI2	TRUE	TRUE	TRUE
ENSG00000135722	FBXL8	FALSE	FALSE	FALSE
ENSG00000135723	FHOD1	TRUE	TRUE	TRUE
ENSG00000135736	CCDC102A	FALSE	TRUE	FALSE
ENSG00000135740	SLC9A5	FALSE	FALSE	FALSE
ENSG00000135744	AGT	FALSE	FALSE	FALSE
ENSG00000135747	ZNF670	TRUE	TRUE	TRUE
ENSG00000135749	PCNXL2	FALSE	FALSE	FALSE
ENSG00000135750	KCNK1	FALSE	FALSE	FALSE
ENSG00000135763	URB2	TRUE	TRUE	TRUE
ENSG00000135766	EGLN1	TRUE	TRUE	TRUE
ENSG00000135773	CAPN9	FALSE	FALSE	FALSE
ENSG00000135775	COG2	TRUE	TRUE	TRUE
ENSG00000135776	ABCB10	TRUE	TRUE	TRUE
ENSG00000135778	NTPCR	TRUE	TRUE	TRUE
ENSG00000135801	TAF5L	TRUE	TRUE	TRUE
ENSG00000135821	GLUL	TRUE	TRUE	TRUE
ENSG00000135823	STX6	TRUE	TRUE	TRUE
ENSG00000135824	RGS8	FALSE	FALSE	FALSE
ENSG00000135828	RNASEL	FALSE	FALSE	FALSE
ENSG00000135829	DHX9	TRUE	TRUE	TRUE
ENSG00000135835	KIAA1614	FALSE	FALSE	FALSE
ENSG00000135837	CEP350	TRUE	TRUE	TRUE
ENSG00000135838	NPL	FALSE	FALSE	FALSE
ENSG00000135842	FAM129A	FALSE	FALSE	FALSE
ENSG00000135845	PIGC	TRUE	TRUE	TRUE
ENSG00000135847	ACBD6	TRUE	TRUE	TRUE
ENSG00000135862	LAMC1	TRUE	TRUE	TRUE
ENSG00000135870	RC3H1	TRUE	TRUE	TRUE
ENSG00000135898	GPR55	FALSE	FALSE	FALSE
ENSG00000135899	SP110	TRUE	TRUE	TRUE
ENSG00000135900	MRPL44	TRUE	TRUE	TRUE
ENSG00000135902	CHRND	FALSE	FALSE	FALSE
ENSG00000135903	PAX3	FALSE	FALSE	FALSE
ENSG00000135905	DOCK10	TRUE	TRUE	TRUE
ENSG00000135912	TTLL4	TRUE	FALSE	TRUE
ENSG00000135913	USP37	TRUE	TRUE	TRUE
ENSG00000135914	HTR2B	FALSE	FALSE	FALSE
ENSG00000135916	ITM2C	TRUE	TRUE	TRUE
ENSG00000135917	SLC19A3	FALSE	FALSE	FALSE
ENSG00000135919	SERPINE2	TRUE	FALSE	TRUE
ENSG00000135924	DNAJB2	TRUE	TRUE	TRUE
ENSG00000135925	WNT10A	TRUE	FALSE	TRUE
ENSG00000135926	TMBIM1	FALSE	FALSE	FALSE
ENSG00000135929	CYP27A1	FALSE	FALSE	FALSE
ENSG00000135930	EIF4E2	TRUE	TRUE	TRUE
ENSG00000135931	ARMC9	FALSE	FALSE	FALSE
ENSG00000135932	CAB39	TRUE	TRUE	TRUE
ENSG00000135940	COX5B	TRUE	TRUE	TRUE
ENSG00000135945	REV1	TRUE	TRUE	TRUE
ENSG00000135951	TSGA10	TRUE	TRUE	FALSE
ENSG00000135953	MFSD9	TRUE	TRUE	TRUE
ENSG00000135956	TMEM127	TRUE	TRUE	TRUE
ENSG00000135960	EDAR	FALSE	FALSE	FALSE
ENSG00000135966	TGFBRAP1	TRUE	TRUE	TRUE
ENSG00000135968	GCC2	TRUE	TRUE	TRUE
ENSG00000135972	MRPS9	TRUE	TRUE	TRUE
ENSG00000135973	GPR45	FALSE	FALSE	FALSE
ENSG00000135974	C2orf49	TRUE	TRUE	TRUE
ENSG00000135976	ANKRD36	TRUE	TRUE	FALSE
ENSG00000135999	EPC2	TRUE	TRUE	TRUE
ENSG00000136002	ARHGEF4	FALSE	FALSE	FALSE
ENSG00000136003	ISCU	TRUE	TRUE	TRUE
ENSG00000136010	ALDH1L2	FALSE	FALSE	FALSE
ENSG00000136011	STAB2	FALSE	FALSE	FALSE
ENSG00000136014	USP44	TRUE	TRUE	FALSE
ENSG00000136021	SCYL2	TRUE	TRUE	TRUE
ENSG00000136026	CKAP4	TRUE	TRUE	TRUE
ENSG00000136040	PLXNC1	TRUE	TRUE	TRUE
ENSG00000136044	APPL2	TRUE	TRUE	TRUE
ENSG00000136045	PWP1	TRUE	TRUE	TRUE
ENSG00000136048	DRAM1	FALSE	FALSE	FALSE
ENSG00000136051	KIAA1033	TRUE	TRUE	TRUE
ENSG00000136052	SLC41A2	TRUE	TRUE	TRUE
ENSG00000136059	VILL	FALSE	FALSE	FALSE
ENSG00000136068	FLNB	TRUE	TRUE	TRUE
ENSG00000136098	NEK3	FALSE	FALSE	TRUE
ENSG00000136099	PCDH8	FALSE	FALSE	FALSE
ENSG00000136100	VPS36	TRUE	TRUE	TRUE
ENSG00000136104	RNASEH2B	TRUE	TRUE	TRUE
ENSG00000136108	CKAP2	TRUE	TRUE	TRUE
ENSG00000136110	LECT1	FALSE	FALSE	FALSE
ENSG00000136111	TBC1D4	FALSE	FALSE	FALSE
ENSG00000136114	THSD1	FALSE	FALSE	FALSE
ENSG00000136122	BORA	TRUE	TRUE	TRUE
ENSG00000136141	LRCH1	TRUE	TRUE	TRUE
ENSG00000136143	SUCLA2	TRUE	TRUE	TRUE
ENSG00000136144	RCBTB1	TRUE	TRUE	TRUE
ENSG00000136146	MED4	TRUE	TRUE	TRUE
ENSG00000136147	PHF11	TRUE	TRUE	TRUE
ENSG00000136149	RPL13AP25	FALSE	TRUE	TRUE
ENSG00000136152	COG3	TRUE	TRUE	TRUE
ENSG00000136153	LMO7	FALSE	FALSE	FALSE
ENSG00000136155	SCEL	FALSE	FALSE	FALSE
ENSG00000136156	ITM2B	TRUE	TRUE	TRUE
ENSG00000136158	SPRY2	FALSE	FALSE	FALSE
ENSG00000136159	NUDT15	TRUE	TRUE	TRUE
ENSG00000136160	EDNRB	FALSE	FALSE	FALSE
ENSG00000136161	RCBTB2	TRUE	FALSE	FALSE
ENSG00000136167	LCP1	TRUE	TRUE	TRUE
ENSG00000136169	SETDB2	TRUE	TRUE	TRUE
ENSG00000136193	SCRN1	TRUE	TRUE	TRUE
ENSG00000136197	C7orf25	TRUE	TRUE	TRUE
ENSG00000136205	TNS3	TRUE	TRUE	TRUE
ENSG00000136206	SPDYE1	FALSE	FALSE	FALSE
ENSG00000136213	CHST12	TRUE	TRUE	TRUE
ENSG00000136231	IGF2BP3	TRUE	TRUE	TRUE
ENSG00000136235	GPNMB	FALSE	FALSE	FALSE
ENSG00000136237	RAPGEF5	FALSE	FALSE	FALSE
ENSG00000136238	RAC1	TRUE	TRUE	TRUE
ENSG00000136240	KDELR2	TRUE	TRUE	TRUE
ENSG00000136243	NUPL2	TRUE	TRUE	TRUE
ENSG00000136244	IL6	FALSE	FALSE	FALSE
ENSG00000136247	ZDHHC4	TRUE	TRUE	TRUE
ENSG00000136250	AOAH	FALSE	FALSE	FALSE
ENSG00000136261	BZW2	TRUE	TRUE	TRUE
ENSG00000136267	DGKB	FALSE	FALSE	FALSE
ENSG00000136270	TBRG4	TRUE	TRUE	TRUE
ENSG00000136271	DDX56	TRUE	TRUE	TRUE
ENSG00000136273	HUS1	TRUE	TRUE	TRUE
ENSG00000136274	NACAD	FALSE	FALSE	FALSE
ENSG00000136275	C7orf69	FALSE	FALSE	FALSE
ENSG00000136279	DBNL	TRUE	TRUE	TRUE
ENSG00000136280	CCM2	TRUE	TRUE	TRUE
ENSG00000136286	MYO1G	TRUE	TRUE	TRUE
ENSG00000136295	TTYH3	TRUE	TRUE	TRUE
ENSG00000136297	MMD2	FALSE	FALSE	FALSE
ENSG00000136305	CIDEB	FALSE	FALSE	FALSE
ENSG00000136315		FALSE	FALSE	FALSE
ENSG00000136319	TTC5	TRUE	TRUE	TRUE
ENSG00000136327	NKX2-8	FALSE	FALSE	FALSE
ENSG00000136352	NKX2-1	FALSE	FALSE	FALSE
ENSG00000136367	ZFHX2	FALSE	FALSE	FALSE
ENSG00000136371	MTHFS	TRUE	TRUE	TRUE
ENSG00000136378	ADAMTS7	FALSE	FALSE	FALSE
ENSG00000136379	ABHD17C	TRUE	FALSE	FALSE
ENSG00000136381	IREB2	TRUE	TRUE	TRUE
ENSG00000136383	ALPK3	FALSE	FALSE	FALSE
ENSG00000136404	TM6SF1	FALSE	FALSE	FALSE
ENSG00000136425	CIB2	TRUE	TRUE	FALSE
ENSG00000136436	CALCOCO2	TRUE	TRUE	TRUE
ENSG00000136444	RSAD1	TRUE	TRUE	TRUE
ENSG00000136448	NMT1	TRUE	TRUE	TRUE
ENSG00000136449	MYCBPAP	FALSE	FALSE	FALSE
ENSG00000136450	SRSF1	TRUE	TRUE	TRUE
ENSG00000136451	VEZF1	TRUE	TRUE	TRUE
ENSG00000136457	CHAD	FALSE	FALSE	FALSE
ENSG00000136463	TACO1	TRUE	TRUE	TRUE
ENSG00000136478	TEX2	TRUE	TRUE	TRUE
ENSG00000136485	DCAF7	TRUE	TRUE	TRUE
ENSG00000136487	GH2	FALSE	FALSE	FALSE
ENSG00000136488	CSH1	FALSE	FALSE	FALSE
ENSG00000136490	LIMD2	TRUE	TRUE	TRUE
ENSG00000136492	BRIP1	TRUE	TRUE	TRUE
ENSG00000136504	KAT7	TRUE	TRUE	TRUE
ENSG00000136514	RTP4	FALSE	FALSE	FALSE
ENSG00000136518	ACTL6A	TRUE	TRUE	TRUE
ENSG00000136521	NDUFB5	TRUE	TRUE	TRUE
ENSG00000136522	MRPL47	TRUE	TRUE	TRUE
ENSG00000136527	TRA2B	TRUE	TRUE	TRUE
ENSG00000136531	SCN2A	FALSE	FALSE	FALSE
ENSG00000136535	TBR1	FALSE	FALSE	FALSE
ENSG00000136536	MARCH7	TRUE	TRUE	TRUE
ENSG00000136541	ERMN	FALSE	FALSE	FALSE
ENSG00000136542	GALNT5	FALSE	FALSE	FALSE
ENSG00000136546	SCN7A	FALSE	FALSE	FALSE
ENSG00000136560	TANK	TRUE	TRUE	TRUE
ENSG00000136573	BLK	TRUE	TRUE	TRUE
ENSG00000136574	GATA4	FALSE	FALSE	FALSE
ENSG00000136603	SKIL	TRUE	TRUE	TRUE
ENSG00000136628	EPRS	TRUE	TRUE	TRUE
ENSG00000136630	HLX	TRUE	TRUE	TRUE
ENSG00000136631	VPS45	TRUE	TRUE	TRUE
ENSG00000136634	IL10	FALSE	FALSE	FALSE
ENSG00000136636	KCTD3	TRUE	TRUE	TRUE
ENSG00000136643	RPS6KC1	TRUE	TRUE	TRUE
ENSG00000136653	RASSF5	TRUE	TRUE	TRUE
ENSG00000136682	CBWD2	TRUE	TRUE	TRUE
ENSG00000136688	IL36G	FALSE	FALSE	FALSE
ENSG00000136689	IL1RN	FALSE	FALSE	FALSE
ENSG00000136694	IL36A	FALSE	FALSE	FALSE
ENSG00000136695	IL36RN	FALSE	FALSE	FALSE
ENSG00000136696	IL36B	FALSE	FALSE	FALSE
ENSG00000136697	IL1F10	FALSE	FALSE	FALSE
ENSG00000136698	CFC1	FALSE	FALSE	FALSE
ENSG00000136699	SMPD4	TRUE	TRUE	TRUE
ENSG00000136709	WDR33	TRUE	TRUE	TRUE
ENSG00000136710	CCDC115	TRUE	TRUE	TRUE
ENSG00000136715	SAP130	TRUE	TRUE	TRUE
ENSG00000136717	BIN1	TRUE	TRUE	TRUE
ENSG00000136718	IMP4	TRUE	TRUE	TRUE
ENSG00000136720	HS6ST1	FALSE	FALSE	FALSE
ENSG00000136731	UGGT1	TRUE	TRUE	TRUE
ENSG00000136732	GYPC	TRUE	TRUE	FALSE
ENSG00000136738	STAM	TRUE	TRUE	TRUE
ENSG00000136750	GAD2	FALSE	FALSE	FALSE
ENSG00000136754	ABI1	TRUE	TRUE	TRUE
ENSG00000136758	YME1L1	TRUE	TRUE	TRUE
ENSG00000136770	DNAJC1	TRUE	TRUE	TRUE
ENSG00000136783	NIPSNAP3A	TRUE	TRUE	TRUE
ENSG00000136802	LRRC8A	TRUE	TRUE	TRUE
ENSG00000136807	CDK9	TRUE	TRUE	TRUE
ENSG00000136810	TXN	TRUE	TRUE	TRUE
ENSG00000136811	ODF2	TRUE	TRUE	TRUE
ENSG00000136813	KIAA0368	TRUE	TRUE	TRUE
ENSG00000136816	TOR1B	TRUE	TRUE	TRUE
ENSG00000136819	C9orf78	TRUE	TRUE	TRUE
ENSG00000136824	SMC2	TRUE	TRUE	TRUE
ENSG00000136826	KLF4	FALSE	FALSE	FALSE
ENSG00000136827	TOR1A	TRUE	TRUE	TRUE
ENSG00000136828	RALGPS1	FALSE	FALSE	FALSE
ENSG00000136830	FAM129B	FALSE	FALSE	FALSE
ENSG00000136834	OR1J1	FALSE	FALSE	FALSE
ENSG00000136839	OR13C9	FALSE	FALSE	FALSE
ENSG00000136840	ST6GALNAC4	TRUE	TRUE	TRUE
ENSG00000136842	TMOD1	FALSE	FALSE	FALSE
ENSG00000136848	DAB2IP	FALSE	FALSE	TRUE
ENSG00000136854	STXBP1	TRUE	TRUE	FALSE
ENSG00000136856	SLC2A8	TRUE	TRUE	TRUE
ENSG00000136859	ANGPTL2	FALSE	FALSE	FALSE
ENSG00000136861	CDK5RAP2	TRUE	TRUE	TRUE
ENSG00000136866	ZFP37	TRUE	TRUE	TRUE
ENSG00000136867	SLC31A2	FALSE	FALSE	TRUE
ENSG00000136868	SLC31A1	TRUE	TRUE	TRUE
ENSG00000136869	TLR4	TRUE	TRUE	TRUE
ENSG00000136870	ZNF189	TRUE	TRUE	TRUE
ENSG00000136872	ALDOB	FALSE	FALSE	FALSE
ENSG00000136874	STX17	TRUE	TRUE	TRUE
ENSG00000136875	PRPF4	TRUE	TRUE	TRUE
ENSG00000136877	FPGS	TRUE	TRUE	TRUE
ENSG00000136878	USP20	TRUE	TRUE	TRUE
ENSG00000136881	BAAT	FALSE	FALSE	FALSE
ENSG00000136883	KIF12	FALSE	FALSE	FALSE
ENSG00000136888	ATP6V1G1	TRUE	TRUE	TRUE
ENSG00000136891	TEX10	TRUE	TRUE	TRUE
ENSG00000136895	GARNL3	FALSE	FALSE	FALSE
ENSG00000136897	MRPL50	TRUE	TRUE	TRUE
ENSG00000136908	DPM2	TRUE	TRUE	TRUE
ENSG00000136918	WDR38	FALSE	FALSE	FALSE
ENSG00000136925	TSTD2	TRUE	TRUE	TRUE
ENSG00000136928	GABBR2	FALSE	FALSE	FALSE
ENSG00000136929	HEMGN	FALSE	FALSE	FALSE
ENSG00000136930	PSMB7	TRUE	TRUE	TRUE
ENSG00000136931	NR5A1	FALSE	FALSE	FALSE
ENSG00000136932	C9orf156	TRUE	TRUE	TRUE
ENSG00000136933	RABEPK	TRUE	TRUE	TRUE
ENSG00000136935	GOLGA1	TRUE	TRUE	TRUE
ENSG00000136936	XPA	TRUE	TRUE	TRUE
ENSG00000136937	NCBP1	TRUE	TRUE	TRUE
ENSG00000136938	ANP32B	TRUE	TRUE	TRUE
ENSG00000136939	OR1L4	FALSE	FALSE	FALSE
ENSG00000136940	PDCL	TRUE	TRUE	TRUE
ENSG00000136942	RPL35	TRUE	TRUE	TRUE
ENSG00000136943	CTSV	FALSE	FALSE	FALSE
ENSG00000136944	LMX1B	FALSE	FALSE	FALSE
ENSG00000136950	ARPC5L	TRUE	TRUE	TRUE
ENSG00000136960	ENPP2	TRUE	TRUE	FALSE
ENSG00000136982	DSCC1	TRUE	TRUE	TRUE
ENSG00000136986	DERL1	TRUE	TRUE	TRUE
ENSG00000136997	MYC	TRUE	TRUE	TRUE
ENSG00000136999	NOV	FALSE	FALSE	FALSE
ENSG00000137033	IL33	FALSE	FALSE	FALSE
ENSG00000137038	TMEM261	TRUE	TRUE	TRUE
ENSG00000137040	RANBP6	TRUE	TRUE	TRUE
ENSG00000137054	POLR1E	TRUE	TRUE	TRUE
ENSG00000137055	PLAA	TRUE	TRUE	TRUE
ENSG00000137070	IL11RA	FALSE	FALSE	FALSE
ENSG00000137073	UBAP2	TRUE	TRUE	TRUE
ENSG00000137074	APTX	TRUE	TRUE	TRUE
ENSG00000137075	RNF38	TRUE	TRUE	TRUE
ENSG00000137076	TLN1	TRUE	TRUE	TRUE
ENSG00000137077	CCL21	FALSE	FALSE	FALSE
ENSG00000137078	SIT1	TRUE	TRUE	TRUE
ENSG00000137080	IFNA21	FALSE	FALSE	FALSE
ENSG00000137090	DMRT1	FALSE	FALSE	FALSE
ENSG00000137094	DNAJB5	FALSE	FALSE	FALSE
ENSG00000137098	SPAG8	FALSE	FALSE	FALSE
ENSG00000137100	DCTN3	TRUE	TRUE	TRUE
ENSG00000137101	CD72	TRUE	TRUE	TRUE
ENSG00000137103	TMEM8B	FALSE	FALSE	FALSE
ENSG00000137106	GRHPR	TRUE	TRUE	TRUE
ENSG00000137124	ALDH1B1	TRUE	TRUE	TRUE
ENSG00000137133	HINT2	TRUE	TRUE	TRUE
ENSG00000137135	ARHGEF39	FALSE	FALSE	FALSE
ENSG00000137142	IGFBPL1	FALSE	FALSE	FALSE
ENSG00000137145	DENND4C	TRUE	TRUE	TRUE
ENSG00000137154	RPS6	TRUE	TRUE	TRUE
ENSG00000137161	CNPY3	TRUE	TRUE	TRUE
ENSG00000137166	FOXP4	TRUE	TRUE	TRUE
ENSG00000137168	PPIL1	TRUE	TRUE	TRUE
ENSG00000137171	KLC4	TRUE	TRUE	FALSE
ENSG00000137177	KIF13A	FALSE	FALSE	FALSE
ENSG00000137185	ZSCAN9	TRUE	TRUE	TRUE
ENSG00000137193	PIM1	TRUE	TRUE	TRUE
ENSG00000137198	GMPR	FALSE	FALSE	FALSE
ENSG00000137200	CMTR1	TRUE	TRUE	TRUE
ENSG00000137203	TFAP2A	FALSE	FALSE	FALSE
ENSG00000137204	SLC22A7	FALSE	FALSE	FALSE
ENSG00000137207	YIPF3	TRUE	TRUE	TRUE
ENSG00000137210	TMEM14B	TRUE	TRUE	TRUE
ENSG00000137216	TMEM63B	TRUE	FALSE	TRUE
ENSG00000137218	FRS3	FALSE	FALSE	FALSE
ENSG00000137221	TJAP1	TRUE	TRUE	TRUE
ENSG00000137225	CAPN11	FALSE	FALSE	FALSE
ENSG00000137251	TINAG	FALSE	FALSE	FALSE
ENSG00000137252	HCRTR2	FALSE	FALSE	FALSE
ENSG00000137259	HIST1H2AB	TRUE	TRUE	TRUE
ENSG00000137261	KIAA0319	FALSE	FALSE	FALSE
ENSG00000137265	IRF4	TRUE	TRUE	TRUE
ENSG00000137266	SLC22A23	FALSE	FALSE	FALSE
ENSG00000137267	TUBB2A	TRUE	TRUE	TRUE
ENSG00000137269	LRRC1	TRUE	TRUE	TRUE
ENSG00000137270	GCM1	FALSE	FALSE	FALSE
ENSG00000137273	FOXF2	FALSE	FALSE	FALSE
ENSG00000137274	BPHL	TRUE	TRUE	TRUE
ENSG00000137275	RIPK1	TRUE	TRUE	TRUE
ENSG00000137285	TUBB2B	TRUE	TRUE	TRUE
ENSG00000137288	UQCC2	TRUE	TRUE	TRUE
ENSG00000137309	HMGA1	TRUE	TRUE	TRUE
ENSG00000137310	TCF19	TRUE	TRUE	TRUE
ENSG00000137312	FLOT1	TRUE	TRUE	TRUE
